segment,timestamp,server_id,quality,bitrate_kbps,throughput_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
0,2026-06-18T17:01:39.667183,A,240p,200,1277.3,0.313,3.63,0.73,2.0,1,0,0.0,0
1,2026-06-18T17:01:40.050007,A,240p,200,1045.76,0.382,3.88,1.36,3.62,1,0,0.0,0
2,2026-06-18T17:01:40.594108,A,360p,400,1472.01,0.543,1.82,1.45,5.07,1,0,0.0,0
3,2026-06-18T17:01:41.182307,A,360p,400,1360.67,0.588,1.7,1.5,6.48,1,0,0.0,0
4,2026-06-18T17:01:42.127331,A,480p,700,1482.37,0.944,1.53,1.5,7.54,1,0,0.0,0
5,2026-06-18T17:01:43.324083,A,480p,700,1170.42,1.196,1.78,1.56,8.34,1,0,0.0,0
6,2026-06-18T17:01:44.319505,A,480p,700,1407.13,0.995,1.47,1.54,9.35,1,0,0.0,0
7,2026-06-18T17:01:45.375943,A,480p,700,1325.84,1.056,2.1,1.65,10.29,1,0,0.0,0
8,2026-06-18T17:01:47.181796,A,480p,700,775.46,1.805,1.69,1.66,10.49,1,0,0.0,0
9,2026-06-18T17:01:48.937857,A,480p,700,797.51,1.755,1.94,1.71,10.73,1,0,0.0,0
10,2026-06-18T17:01:49.724135,A,360p,400,1018.2,0.786,2.36,1.84,11.94,1,0,0.0,0
11,2026-06-18T17:01:50.473742,A,360p,400,1068.09,0.749,2.36,1.95,13.19,1,0,0.0,0
12,2026-06-18T17:01:51.831493,A,480p,700,1031.57,1.357,1.83,1.92,13.84,1,0,0.0,0
13,2026-06-18T17:01:53.270600,A,480p,700,973.25,1.438,2.02,1.94,14.4,1,0,0.0,0
14,2026-06-18T17:01:54.578974,A,480p,700,1070.54,1.308,2.14,1.98,15.09,1,0,0.0,0
15,2026-06-18T17:01:55.907754,A,480p,700,1054.16,1.328,1.71,1.93,15.76,1,0,0.0,0
16,2026-06-18T17:01:57.445129,A,480p,700,911.05,1.537,2.03,1.95,16.22,1,0,0.0,0
17,2026-06-18T17:01:58.988917,A,480p,700,907.24,1.543,1.84,1.93,16.68,1,0,0.0,0
18,2026-06-18T17:02:00.673013,A,480p,700,831.63,1.683,2.09,1.96,16.99,1,0,0.0,0
19,2026-06-18T17:02:02.311515,A,480p,700,854.76,1.638,2.36,2.04,17.36,1,0,0.0,0
20,2026-06-18T17:02:03.747093,A,480p,700,975.47,1.435,1.26,1.88,17.92,1,0,0.0,0
21,2026-06-18T17:02:05.409039,A,480p,700,842.72,1.661,1.92,1.89,18.26,1,0,0.0,0
22,2026-06-18T17:02:06.898084,A,480p,700,940.61,1.488,1.5,1.81,18.77,1,0,0.0,0
23,2026-06-18T17:02:08.566389,A,480p,700,839.51,1.668,2.64,1.98,19.1,1,0,0.0,0
24,2026-06-18T17:02:10.183120,A,480p,700,866.27,1.616,1.84,1.95,19.48,1,0,0.0,0
25,2026-06-18T17:02:11.734409,A,480p,700,902.84,1.551,1.76,1.91,19.93,1,0,0.0,0
26,2026-06-18T17:02:13.314970,A,480p,700,886.14,1.58,1.82,1.89,20.35,1,0,0.0,0
27,2026-06-18T17:02:15.046645,A,480p,700,1019.09,1.374,1.85,1.88,20.62,1,0,0.0,0
28,2026-06-18T17:02:16.973348,A,480p,700,1076.44,1.301,1.95,1.9,20.69,1,0,0.0,0
29,2026-06-18T17:02:19.151634,A,480p,700,944.23,1.483,2.25,1.97,20.52,1,0,0.0,0
